pin,slack
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d1[1]:EN,96833
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d1[1]:LAT,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d1[1]:Q,97587
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d1[1]:SD,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d1[1]:SLn,
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:A,
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:B,95446
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:C,
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:CC,
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:D,
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:P,95446
CommsFPGA_top_0/un4_long_reset_cntr_s_1_389:UB,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:ADn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:ALn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:CLK,96507
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:D,97118
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:EN,95600
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:LAT,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:Q,96507
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:SD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[1]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_RNO[10]:A,94135
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_RNO[10]:B,93867
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_RNO[10]:C,97529
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_RNO[10]:D,97205
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_RNO[10]:Y,93867
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_2Kx8_FIFO_2Kx8_0_LSRAM_top_R0C0/FF_12:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/N_1527_i:A,10081
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/N_1527_i:B,11404
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/N_1527_i:Y,10081
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:CC[0],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:CC[1],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:CI,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[0],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[10],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[11],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[1],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[2],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[3],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[4],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[5],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[6],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[7],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[8],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:P[9],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[0],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[10],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[11],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[1],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[2],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[3],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[4],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[5],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[6],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[7],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[8],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_17_i_m2_0_0_wmux[2]_CC_0:UB[9],
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:CLK,1519
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:D,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:Q,1519
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[10]:SLn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:A,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:B,11508
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:C,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:CC,10592
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:D,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:P,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:S,10592
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memwaddr_r_cry[8]:UB,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:B,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:C,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:CC,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:D,94468
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:P,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/tx_packet_length_ret_0_RNI0E2F2[3]:UB,94468
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/FF_21:EN,
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:ADn,
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:ALn,
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:CLK,11762
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:D,12763
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:EN,
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:LAT,
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:Q,11762
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:SD,
m2s010_som_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:SLn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:ADn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:ALn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:CLK,94215
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:D,96120
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:EN,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:LAT,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:Q,94215
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:SD,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr_0[1]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:ALn,5998
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:CLK,8114
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:D,10206
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:EN,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:Q,8114
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_2_reg_en_ret_3:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:D,11493
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:EN,6892
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_3_byte_4_reg[5]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:ALn,-5390
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:CLK,6963
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:D,7838
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:Q,6963
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_bin_sync2[1]:SLn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:ADn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:ALn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:CLK,94307
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:D,95411
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:EN,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:LAT,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:Q,94307
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:SD,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/debounce_cntr[15]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:CLK,1266
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:D,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:Q,1266
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:SLn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:ADn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:ALn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:CLK,94267
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:D,95605
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:EN,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:LAT,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:Q,94267
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:SD,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[9]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:CLK,2758
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:D,2793
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:EN,2026
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:Q,2758
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r[2]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:CLK,1601
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:D,2761
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:EN,2110
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:Q,1601
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/wptr[4]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:ALn,-5390
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:CLK,6861
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:D,10755
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:EN,10087
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:Q,6861
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rptr[6]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:CLK,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:D,439
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:Q,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[3]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:A,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:B,3234
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:CC,2728
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:P,3234
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:S,2728
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_cry[9]:UB,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/WRITE_REGISTER_ENABLE_PROC_un25_apb3_addr_0_a2_1_a2_0:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/WRITE_REGISTER_ENABLE_PROC_un25_apb3_addr_0_a2_1_a2_0:B,
